paper_drug_name,mapped_compound_name,primary_targets_from_table_s1,therapeutic_indications_from_table_s1,paper_fda_status_from_table_s1,canonical_smiles,inchikey_source,source_database,source_url,nature_table_s1_source,mapping_note,rdkit_parse_ok,rdkit_canonical_smiles_from_input,rdkit_inchikey_from_input_smiles,inchikey_matches_rdkit_from_smiles
Rabusertib,Rabusertib,CHK1,"Pancreatic cancer, non-small cell lung carcinoma ",FDA trials Discontinued after Phase II,Cc1cc(c(cc1Br)NC(=O)Nc2cnc(cn2)C)OC[C@@H]3CNCCO3,SYYBDNPGDKKJDU-ZDUSSCGKSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,SYYBDNPGDKKJDU-ZDUSSCGKSA-N,TRUE
Regorafenib,Regorafenib,"FLT1_VEGFR1, FLT4_VEGFR3, KDR_VEGFR2","Colorectal cancer, hepatocellular carcinoma, gastrointestinal stromal tumors",FDA Approved,CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,FNHKPVJBJVTLMP-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,TRUE
Remibrutinib,Remibrutinib,BTK,Chronic spontaneous urticaria ,FDA Phase III Trials,CC1=C(C=C(C=C1NC(=O)C2=C(C=C(C=C2)C3CC3)F)F)C4=C(C(=NC=N4)N)OCCN(C)C(=O)C=C,CUABMPOJOBCXJI-UHFFFAOYSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,CUABMPOJOBCXJI-UHFFFAOYSA-N,TRUE
Repotrectinib,Repotrectinib,ROS_ROS1,ROS1-positive NSCLC,FDA Approved,CC1CNC(=O)C2=C3N=C(C=CN3N=C2)NC(C4=C(O1)C=CC(=C4)F)C,FIKPXCOQUIZNHB-WDEREUQCSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,C[C@H]1CNC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H](C4=C(O1)C=CC(=C4)F)C,FIKPXCOQUIZNHB-WDEREUQCSA-N,TRUE
Ribociclib,Ribociclib,"CDK4_CYCLIN_D1, CDK4_CYCLIN_D3, CDK4_CYCLIN_D2, CDK6_CYCLIN_D1, CDK6_CYCLIN_D3, CDK6_CYCLIN_D2",Breast cancer (HER2-positive or negative) combination therapy,FDA Approved,CN(C)C(=O)c1cc2cnc(nc2n1C3CCCC3)Nc4ccc(cn4)N5CCNCC5,RHXHGRAEPCAFML-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,RHXHGRAEPCAFML-UHFFFAOYSA-N,TRUE
Ripretinib,Ripretinib,"C_KIT, PDGFRA, PDGFRB",Fourth-line treatment for gastrointestinal stromal tumors,FDA Approved,CCn1c2cc(ncc2cc(c1=O)c3cc(c(cc3Br)F)NC(=O)Nc4ccccc4)NC,CEFJVGZHQAGLHS-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,CEFJVGZHQAGLHS-UHFFFAOYSA-N,TRUE
Ruxolitinib,Ruxolitinib,"JAK1, JAK2, JAK3, TYK2","Myelofibrosis, polycythemia vera, graft vs. host disease, atopic dermatitis (applied topically)",FDA Approved,c1c[nH]c2c1c(ncn2)c3cnn(c3)[C@H](CC#N)C4CCCC4,HFNKQEVNSGCOJV-OAHLLOKOSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,HFNKQEVNSGCOJV-OAHLLOKOSA-N,TRUE
Selpercatinib,Selpercatinib,RET,"RET fusion NSCLC, RET fusion solid tumors, RET fusion thyroid cancers and RET mutant medullary thyroid cancer",FDA Approved,COC1C=CC(CN2C3CN(CC2C3)C2C=CC(=CN=2)C2=CC(=CN3N=CC(C#N)=C32)OCC(C)(C)O)=CN=1,XIIOFHFUYBLOLW-UHFFFAOYSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,XIIOFHFUYBLOLW-UHFFFAOYSA-N,TRUE
Selumetinib,Selumetinib,"MEK1, MEK2",Neurofibromatosis type I,FDA Approved,Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3Cl)Br)C(=O)NOCCO,CYOHGALHFOKKQC-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,CYOHGALHFOKKQC-UHFFFAOYSA-N,TRUE
Sirolimus,Sirolimus,"FKBP12, MTOR_FRAP1","Kidney transplant, lymphangioleiomyomatosis",FDA Approved,COC1CC(CCC1O)CC(C1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(OC)C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)C1)C)C)O)OC)C)C)C)C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,IUPHAR/BPS Guide to Pharmacology,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=6031&tab=refs,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_IUPHAR,TRUE,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,QFJCIRLUMZQUOT-HPLJOQBZSA-N,TRUE
Sorafenib,Sorafenib,"FLT1_VEGFR1, FLT4_VEGFR3, KDR_VEGFR2","Hepatocellular carcinoma, renal cell carcinoma, differentiated thyroid cancer",FDA Approved,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,MLDQJTXFUGDVEO-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,MLDQJTXFUGDVEO-UHFFFAOYSA-N,TRUE
Sunitinib,Sunitinib,KDR_VEGFR2,"Gastrointestinal stromal tumors, renal cell carcinoma, pancreatic neuroendocrine tumors",FDA Approved,CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,WINHZLLDWRZWRT-ATVHPVEESA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N,TRUE
Temsirolimus,Temsirolimus,"FKBP12, MTOR_FRAP1",Advance renal cell carcinoma,FDA Approved,COC1CC(CCC1OC(=O)C(CO)(CO)C)CC(C1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(OC)C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)C1)C)C)O)OC)C)C)C)C,CBPNZQVSJQDFBE-FUXHJELOSA-N,IUPHAR/BPS Guide to Pharmacology,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5892&tab=structure,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_IUPHAR; stereochemistry_ambiguity_noted_by_source,TRUE,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,CBPNZQVSJQDFBE-FUXHJELOSA-N,TRUE
Tenalisib,Tenalisib,PI3K,T cell lymphomas ,FDA Phase I Trials Completed,CC[C@@H](c1c(c(=O)c2ccccc2o1)c3cccc(c3)F)Nc4c5c([nH]cn5)ncn4,HDXDQPRPFRKGKZ-INIZCTEOSA-N,PKIDB current web page,https://www.icoa.fr/pkidb/,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",manual_update_from_current_PKIDB,TRUE,CC[C@H](Nc1ncnc2[nH]cnc12)c1oc2ccccc2c(=O)c1-c1cccc(F)c1,HDXDQPRPFRKGKZ-INIZCTEOSA-N,TRUE
Tepotinib,Tepotinib,C_MET,MET-mutant NSCLC,FDA Approved,CN1CCC(CC1)COc2cnc(nc2)c3cccc(c3)Cn4c(=O)ccc(n4)c5cccc(c5)C#N,AHYMHWXQRWRBKT-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,AHYMHWXQRWRBKT-UHFFFAOYSA-N,TRUE
Tivozanib,Tivozanib,KDR_VEGFR2,Third-line treatment of renal cell carcinoma,FDA Approved,Cc1cc(no1)NC(=O)Nc2ccc(cc2Cl)Oc3ccnc4c3cc(c(c4)OC)OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,TRUE
Tofacitinib,Tofacitinib,JAK3,"Rheumatoid arthritis, psoriatic arthritis, ulcerative colitis",FDA Approved,C[C@@H]1CCN(C[C@@H]1N(C)c2c3cc[nH]c3ncn2)C(=O)CC#N,UJLAWZDWDVHWOW-YPMHNXCESA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,UJLAWZDWDVHWOW-YPMHNXCESA-N,TRUE
Trametinib,Trametinib,"MEK1, MEK2",Melanoma with BRAF V600E or V600K mutations with dabrafenib; NSCLC with BRAF V600E mutations with dabrafenib,FDA Approved,Cc1c2c(c(n(c1=O)C)Nc3ccc(cc3F)I)c(=O)n(c(=O)n2c4cccc(c4)NC(=O)C)C5CC5,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,TRUE
Tucatinib,Tucatinib,ERBB2_HER2,HER2-positive breast cancer and colon cancer,FDA Approved,Cc1cc(ccc1Oc2ccn3c(c2)ncn3)Nc4c5cc(ccc5ncn4)NC6=NC(CO6)(C)C,SDEAXTCZPQIFQM-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,SDEAXTCZPQIFQM-UHFFFAOYSA-N,TRUE
Umbralisib,Umbralisib,"CK1EPSILON, PI3K","Marginal zone lymphoma, follicular lymphoma ",FDA Approval Withdrawn,C[C@@H](c1c(c(=O)c2cc(ccc2o1)F)c3cccc(c3)F)n4c5c(c(n4)c6ccc(c(c6)F)OC(C)C)c(ncn5)N,IUVCFHHAEHNCFT-INIZCTEOSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,IUVCFHHAEHNCFT-INIZCTEOSA-N,TRUE
Upadacitinib,Upadacitinib,JAK1,"Second-line treatment for rheumatoid arthritis, psoriatic arthritis, atopic dermatitis",FDA Approved,CC[C@@H]1CN(C[C@@H]1c2cnc3n2c4cc[nH]c4nc3)C(=O)NCC(F)(F)F,WYQFJHHDOKWSHR-MNOVXSKESA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,WYQFJHHDOKWSHR-MNOVXSKESA-N,TRUE
Vandetanib-Final,Vandetanib,KDR_VEGFR2,Medullary thyroid cancer,FDA Approved,CN1CCC(CC1)COc2cc3c(cc2OC)c(ncn3)Nc4ccc(cc4F)Br,UHTHHESEBZOYNR-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,UHTHHESEBZOYNR-UHFFFAOYSA-N,TRUE
Vemurafenib,Vemurafenib,BRAF,BRAF V600E or V600K mutation positive melanoma with cobimetinib; Chester-Erdheim disease,FDA Approved,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F,GPXBXXGIAQBQNI-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,GPXBXXGIAQBQNI-UHFFFAOYSA-N,TRUE
Zanubrutinib,Zanubrutinib,BTK,Mantle cell lymphoma,FDA Approved,C=CC(=O)N1CCC(CC1)C2CCNc3n2nc(c3C(=O)N)c4ccc(cc4)Oc5ccccc5,RNOAOAWBMHREKO-UHFFFAOYSA-N,PKIDB 2020 CSV,https://github.com/volkamerlab/pkidb_klifs/raw/refs/heads/master/results/pkidb_20200218.csv,"Nature Supplementary Table S1, https://static-content.springer.com/esm/art%3A10.1038%2Fs41587-026-03090-8/MediaObjects/41587_2026_3090_MOESM4_ESM.xlsx",matched_by_normalized_name,TRUE,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,RNOAOAWBMHREKO-UHFFFAOYSA-N,TRUE
